0,1,2,3,4,5,6,7
0.93521106,0.7666481,0.9273201,0.7725842,0.6633413,0.96242875,0.93458366,0.97474307
0.92974156,0.7664089,0.9271772,0.7734537,0.66282666,0.9619084,0.9328536,0.97450715
0.9255276,0.7648649,0.9255198,0.7731435,0.66259634,0.95993406,0.9288281,0.97272825
0.9252049,0.7651686,0.9281626,0.7743656,0.66182697,0.9630238,0.92741287,0.9734508
0.92663765,0.7667983,0.93241376,0.77819943,0.6612156,0.95947987,0.9295436,0.9765398
0.9225413,0.7638562,0.9315956,0.7763747,0.6617923,0.9623264,0.92576844,0.9740281
0.9250707,0.76355386,0.93477654,0.77700514,0.6621453,0.96314555,0.92869776,0.97562444
0.92255074,0.75979644,0.9318203,0.7733017,0.6638093,0.9622989,0.92530596,0.9742162
0.9254237,0.7609153,0.9317205,0.77352214,0.6638924,0.9608507,0.92527086,0.9748201
0.92639697,0.76169807,0.9333922,0.77583486,0.66376406,0.9605303,0.927833,0.97674906
0.9240199,0.7614469,0.93092924,0.776472,0.6662185,0.9570951,0.9223369,0.97803086
0.92371047,0.76328313,0.9323148,0.77803075,0.66514105,0.95884407,0.9250973,0.97991073
0.9218996,0.7610383,0.9315594,0.7755658,0.66636163,0.95822287,0.92092246,0.9786065
0.9258659,0.7636544,0.9316545,0.77828497,0.66489583,0.95764405,0.9219945,0.98082006
0.9276223,0.7628455,0.93028075,0.7793831,0.66668814,0.9557253,0.92171127,0.9810843
0.93473023,0.76586586,0.9310958,0.78340864,0.66690683,0.95572484,0.92573106,0.9838411
0.93567896,0.7633449,0.9287366,0.7823066,0.6674819,0.95419,0.92617285,0.9831947
0.9369164,0.76085925,0.9238522,0.780579,0.66917557,0.9515179,0.92584574,0.9824206
0.9348069,0.75961614,0.92053014,0.77934265,0.66783303,0.95088315,0.9250037,0.9818319
0.9336877,0.7595783,0.9192527,0.77987325,0.6682308,0.94574964,0.9224031,0.9807795
0.9310391,0.7595034,0.9176858,0.7793591,0.66820014,0.94419867,0.9208363,0.9808411
0.93444014,0.7611416,0.9208386,0.77874595,0.6685294,0.9427656,0.924662,0.9811346
0.9328173,0.7635871,0.9162565,0.77811843,0.6675129,0.9408294,0.9244642,0.981807
0.93513495,0.7620704,0.9162009,0.7757467,0.66825634,0.94246197,0.9269623,0.9814277
0.93741703,0.7629912,0.91471285,0.77765995,0.6678307,0.94291645,0.9278776,0.98190284
0.9351532,0.76112574,0.91254044,0.77659136,0.6687826,0.9429685,0.9262242,0.9814862
0.9393492,0.7632156,0.91316396,0.7780077,0.6689863,0.94302547,0.92878926,0.98118037
0.93977094,0.7628888,0.9139727,0.77630514,0.6697677,0.9397287,0.9329385,0.98131084
0.9360027,0.76097506,0.91513586,0.77182883,0.6686767,0.9374109,0.93173265,0.97939706
0.9351981,0.7596026,0.9137548,0.7706791,0.6684916,0.93690526,0.93081224,0.9784431
0.93669194,0.7594483,0.9178191,0.769301,0.66844493,0.9373326,0.9336363,0.9787682
0.939067,0.7596215,0.9164641,0.7684697,0.6667876,0.9395074,0.9330247,0.9792698
0.94140667,0.7597506,0.9161159,0.76749545,0.6670055,0.9406877,0.9328188,0.97992074
0.9436478,0.7598184,0.915309,0.7672389,0.667501,0.9447154,0.9299229,0.9806599
0.9414203,0.7574266,0.9131276,0.7664372,0.6681046,0.9441521,0.9251655,0.9797585
0.9399304,0.755244,0.9109576,0.7661332,0.6690903,0.94776684,0.92212296,0.97917235
0.9434666,0.75394815,0.9130936,0.76571935,0.66931605,0.94661295,0.9250111,0.97944564
0.94145906,0.7538504,0.9127657,0.76658624,0.6696535,0.94403696,0.92496395,0.9792763
0.9388373,0.7516017,0.9107827,0.7648618,0.66974974,0.93995297,0.9196798,0.9784006
0.9363205,0.752035,0.912357,0.7661959,0.6694965,0.93199104,0.91719234,0.9780233
0.9333603,0.7523162,0.910641,0.76501197,0.66916364,0.92993104,0.91664815,0.9763637
0.93576723,0.7526846,0.9120032,0.76525885,0.6690943,0.92907417,0.9160017,0.9765034
0.9396635,0.75442713,0.9128704,0.7679008,0.669252,0.93053484,0.92201096,0.9785955
0.9391727,0.7555094,0.9137637,0.7697732,0.6697213,0.9254783,0.91904604,0.9788655
0.9369142,0.7555789,0.91303414,0.7722295,0.6701921,0.9209317,0.91769266,0.9785822
0.9378696,0.7562943,0.91416854,0.77333975,0.67071134,0.9165262,0.9201325,0.97801775
0.9416509,0.75824,0.9174322,0.7771438,0.6703931,0.91431713,0.925636,0.97922146
0.94270366,0.7597632,0.9182643,0.77948624,0.67050195,0.91389227,0.9306163,0.9795216
0.9450322,0.7597719,0.9190479,0.77935165,0.67049867,0.913599,0.9296608,0.98007655
0.9429554,0.7594616,0.9186728,0.778476,0.67032707,0.9127685,0.9287143,0.9795964
0.94364643,0.76007944,0.9190483,0.7790335,0.67028296,0.914212,0.927874,0.97958857
0.9437534,0.76019853,0.9192437,0.7792182,0.6701327,0.9155255,0.9285843,0.98044103
0.9446213,0.76154536,0.92020863,0.78113836,0.6697466,0.91439337,0.92932206,0.9812603
0.9441882,0.76002586,0.91895264,0.7815834,0.67060137,0.9147138,0.9277515,0.98206615
0.94475764,0.76188713,0.91961014,0.7829526,0.6708629,0.9143432,0.9284921,0.982711
0.945165,0.7619714,0.9188452,0.7820649,0.67087734,0.9158606,0.9288459,0.9828073
0.9456499,0.76378214,0.9191981,0.78330666,0.67076033,0.917603,0.9314309,0.9838671
0.9473303,0.76368934,0.92051345,0.7821215,0.67077315,0.9160801,0.9340387,0.9834862
0.9473409,0.7628443,0.92058134,0.77939117,0.6706715,0.9167267,0.93748564,0.98217744
0.94708735,0.76133347,0.9221237,0.77668035,0.67080957,0.9149244,0.93782544,0.9819602
0.9464914,0.7607926,0.9225009,0.77646345,0.67065924,0.9135267,0.93859875,0.98134667
0.9474471,0.7616672,0.9237381,0.7750599,0.670581,0.91515726,0.9401262,0.98146695
0.9477926,0.76187086,0.9236413,0.7766164,0.6699115,0.91281146,0.9404069,0.9813625
0.94937634,0.7642682,0.92503184,0.779078,0.66895074,0.9113498,0.9457954,0.98174906
0.9520923,0.7647324,0.9256516,0.781409,0.6684258,0.9061298,0.9499282,0.9816308
0.9522975,0.7661739,0.9258102,0.78605765,0.66851693,0.9032333,0.95252776,0.98209614
0.9553518,0.76682293,0.92581034,0.7866707,0.6687124,0.90422463,0.95624506,0.98283374
0.95501775,0.7676944,0.92694336,0.7886255,0.6689861,0.90318847,0.9568352,0.9828177
0.9544805,0.7681284,0.92684835,0.78760105,0.6692032,0.9025447,0.9556561,0.98248076
0.9520998,0.76907355,0.9267956,0.7903297,0.669445,0.8977445,0.95280015,0.9828585
0.9499529,0.7707117,0.9261063,0.7924333,0.6696287,0.89466166,0.9488475,0.9830313
0.94827306,0.76993275,0.92372274,0.79198676,0.66987765,0.8956748,0.9431788,0.9828459
0.9437547,0.7694763,0.92118955,0.79322016,0.66934055,0.8930321,0.93749636,0.98232824
0.94273484,0.7679042,0.91971856,0.7919935,0.66958153,0.89418626,0.93393993,0.9818133
0.94052136,0.76760256,0.9205479,0.79351723,0.66928,0.89008456,0.9333224,0.98193794
0.93911123,0.7666332,0.91940355,0.7937708,0.6694239,0.8867347,0.93072623,0.981459
0.9379965,0.76695436,0.91937125,0.7945671,0.6695184,0.8819795,0.92824864,0.9809833
0.9379034,0.7656126,0.9178451,0.79338884,0.6699689,0.8797039,0.9259816,0.9805496
0.93704605,0.7664893,0.9170762,0.79261863,0.67021096,0.8778638,0.92478883,0.9797358
0.9374606,0.76764506,0.9171971,0.7922508,0.6701027,0.87548846,0.9276336,0.97976655
0.9367423,0.7685428,0.9159301,0.7907649,0.67040265,0.87472767,0.9274098,0.98025596
0.9395326,0.77060646,0.91836023,0.79134077,0.6697347,0.8703846,0.9321306,0.98084754
0.94254845,0.7682171,0.92126983,0.7895704,0.6695589,0.8674714,0.9340751,0.98046017
0.9464434,0.7669017,0.9241453,0.7870303,0.669833,0.86564726,0.9379263,0.979614
0.94569975,0.7630027,0.9242944,0.78533566,0.66968614,0.860569,0.9365224,0.97726035
0.9467882,0.7632632,0.9252008,0.785048,0.6699237,0.8552518,0.9400711,0.9766398
0.9476438,0.76367927,0.9244947,0.7853916,0.6702798,0.85580677,0.94127494,0.97639513
0.94793636,0.76397717,0.9250335,0.785677,0.67036754,0.8579043,0.94209254,0.97512394
0.9506589,0.764541,0.9253659,0.7850976,0.67079675,0.85996914,0.9466494,0.9760007
0.9504058,0.7625916,0.9249693,0.7848053,0.6707913,0.8587199,0.94632727,0.97625077
0.9542792,0.76568526,0.92612743,0.788428,0.6712635,0.8546342,0.95113534,0.9783817
0.9536281,0.76518494,0.9266223,0.79071337,0.67123383,0.8509455,0.94729227,0.9786517
0.9532077,0.76528287,0.92892367,0.79129815,0.6716451,0.8456652,0.9476099,0.97761923
0.9537358,0.76385146,0.927818,0.790875,0.6716194,0.8479779,0.9459401,0.97739345
0.953424,0.7619654,0.92846274,0.78797156,0.67158353,0.8452978,0.9455994,0.9766427
0.9544265,0.761739,0.92714816,0.78408736,0.671573,0.84717196,0.94880086,0.9771973
0.9530115,0.76085484,0.92572576,0.78126496,0.6717633,0.84936666,0.9469613,0.97813535
0.952385,0.7595889,0.92437875,0.7798124,0.6716277,0.8445124,0.94885063,0.9783922
0.9510892,0.7580496,0.92123634,0.7784818,0.67175704,0.84470326,0.9469668,0.9785924
0.95035595,0.7558249,0.9211154,0.77869606,0.6720451,0.8380347,0.9471401,0.9769684
0.9522084,0.75573784,0.921096,0.7778649,0.6718701,0.8396527,0.9474756,0.9778854
0.9522673,0.7544745,0.92079955,0.77855676,0.67183137,0.839023,0.9468861,0.97728837
0.95359355,0.7535585,0.91995555,0.78017586,0.6711745,0.8441042,0.9487739,0.976735
0.95236415,0.7529342,0.9169511,0.7784663,0.67162085,0.8461015,0.9480692,0.9762564
0.94853514,0.74939954,0.91174406,0.77791524,0.6711947,0.8414644,0.94836533,0.97449565
0.9446049,0.7501084,0.90989864,0.7783731,0.67137545,0.8351483,0.94721353,0.9720334
0.9428881,0.74857956,0.90672976,0.77867293,0.6713626,0.832928,0.9462532,0.9712722
0.94296116,0.748651,0.90798515,0.7792819,0.67127424,0.83310276,0.9459105,0.97171956
0.9427626,0.7474329,0.90687716,0.7822782,0.67115587,0.832807,0.9440758,0.9702892
0.94337213,0.7465446,0.9080132,0.78586775,0.6711397,0.8304171,0.94268996,0.9707235
0.9433758,0.7499064,0.90985656,0.79204744,0.67141354,0.8282134,0.9431983,0.9700416
0.94379723,0.7508153,0.91137195,0.79747957,0.6711207,0.82664704,0.94746315,0.9689677
0.94242847,0.75027734,0.91442055,0.7996662,0.6709282,0.8209874,0.9523388,0.9682663
0.94090736,0.7469609,0.91255105,0.7994638,0.670327,0.81874204,0.9533952,0.9660628
0.9415107,0.74688655,0.915008,0.7977173,0.6703621,0.81644213,0.9556387,0.9671259
0.94017047,0.7461261,0.9130331,0.7979796,0.6702993,0.81104285,0.9546098,0.9668852
0.93689376,0.74466205,0.91415125,0.7957892,0.67064697,0.8086226,0.95049787,0.96656835
0.93577564,0.7446002,0.9156862,0.79607826,0.67030305,0.80730337,0.9516697,0.96774566
0.93248254,0.74509776,0.9149637,0.7931805,0.6702746,0.8082151,0.94374174,0.9672652
0.9335121,0.747656,0.91379076,0.79110545,0.6702983,0.81248176,0.94347304,0.96770936
0.9348846,0.74984044,0.91302323,0.7928311,0.67002773,0.8145285,0.9465195,0.9678294
0.9343066,0.7494898,0.91263616,0.7909417,0.67032564,0.8136634,0.946976,0.96831334
0.9318328,0.7461985,0.9103263,0.79264385,0.66996604,0.808458,0.95010316,0.96732885
0.9317189,0.74328554,0.91028225,0.7900908,0.6698512,0.80864245,0.9498776,0.9663099
0.9338019,0.7400665,0.91015416,0.7882169,0.6700203,0.80751544,0.95266503,0.9686132
0.9322913,0.73776096,0.909736,0.7854068,0.6701629,0.8070616,0.95180655,0.9689224
0.9323143,0.73824066,0.908058,0.7836287,0.6702697,0.8084042,0.95178556,0.9684532
0.9311626,0.73806554,0.90689194,0.7850427,0.67037636,0.80808645,0.95239204,0.9696844
0.930087,0.73796266,0.90661424,0.78420925,0.6702509,0.80806994,0.9512391,0.9688886
0.9313596,0.7371826,0.90484387,0.785856,0.6696362,0.80745274,0.95226574,0.96780753
0.9338402,0.73420775,0.90289086,0.78505194,0.6693111,0.8072062,0.95485705,0.96831393
0.9318572,0.7307574,0.90034974,0.78536505,0.66942096,0.80779135,0.9515175,0.96838576
0.93058276,0.7264591,0.89779836,0.7821049,0.66950613,0.8076383,0.9490621,0.9673766
0.9323673,0.72341436,0.89660406,0.78062147,0.6693545,0.8081286,0.9504112,0.9684077
0.93253505,0.7212276,0.89483243,0.78055173,0.66981983,0.80561346,0.9488132,0.96852475
0.93355376,0.7198563,0.89511573,0.77977324,0.66973376,0.8075168,0.94956255,0.96885234
0.9308305,0.7204466,0.8915406,0.7792311,0.6700949,0.81100005,0.9447636,0.96858513
0.9244811,0.7187289,0.8892535,0.7772467,0.67019504,0.8159549,0.9367882,0.96747696
0.924533,0.7220894,0.88953954,0.7778137,0.6704426,0.8207156,0.9351119,0.968301
0.9238703,0.71935374,0.88724315,0.7750979,0.6707334,0.8154887,0.9305081,0.9676753
0.925006,0.71794385,0.8879782,0.7712208,0.67060196,0.8144727,0.9342671,0.96766555
0.92362714,0.71488667,0.886603,0.7700317,0.67090297,0.80712765,0.93200976,0.9658733
