0,1,2,3,4,5,6,7
0.9299896,0.76188385,0.936366,0.77908623,0.6697219,0.96174824,0.9281737,0.9830258
0.9314027,0.76421666,0.92906433,0.785409,0.6708313,0.96000606,0.9220562,0.9845248
0.9408709,0.7660503,0.93522906,0.7888142,0.6718189,0.9615967,0.9319136,0.987763
0.9422595,0.76501846,0.9334087,0.7890536,0.6721425,0.95606726,0.9312246,0.98644537
0.93679935,0.75889,0.92270166,0.78405535,0.671882,0.9548553,0.9254447,0.9839206
0.9371966,0.75891465,0.9225157,0.7839877,0.67190295,0.9549311,0.92468995,0.9837188
0.93584245,0.7592608,0.92191195,0.78541774,0.67179793,0.9488714,0.9254447,0.98299456
0.93017006,0.7556909,0.92270166,0.77994645,0.6721299,0.94894713,0.9198859,0.9802668
0.9384274,0.7596259,0.9215693,0.7793285,0.67253757,0.94909865,0.9260499,0.98256814
0.9391176,0.76421666,0.9214951,0.7792696,0.67314273,0.94478106,0.9311475,0.9846869
0.93876755,0.7627292,0.9176189,0.77789557,0.6712726,0.9505378,0.9309945,0.9835579
0.9371966,0.7594798,0.9156464,0.7766337,0.6729578,0.94917434,0.92802185,0.9835579
0.9401498,0.7623494,0.9162419,0.78094274,0.6733024,0.95129526,0.93015474,0.98500884
0.94102776,0.7645557,0.9162419,0.78204167,0.6734747,0.94849265,0.9313776,0.98420167
0.94321907,0.76509243,0.9187411,0.7805737,0.673357,0.9455386,0.9376968,0.98432297
0.9403838,0.76005167,0.92084646,0.7744438,0.67281914,0.9409938,0.93645704,0.98194957
0.9374678,0.75977194,0.9201071,0.77542555,0.67286116,0.94129676,0.93529767,0.98074603
0.9401888,0.75745946,0.919442,0.77138215,0.6727771,0.9449326,0.93475705,0.98042655
0.94676363,0.75810766,0.9221346,0.7722656,0.6694949,0.9434934,0.93800735,0.98162884
0.9439556,0.75756234,0.9188144,0.769872,0.67046994,0.94826543,0.93599236,0.9819291
0.94575685,0.75756234,0.91701233,0.7692622,0.6721173,0.9497046,0.9256714,0.98203003
0.94255334,0.7544884,0.91533583,0.767437,0.6727771,0.95303744,0.92295825,0.981564
0.94196564,0.7537691,0.91468716,0.7673642,0.67291576,0.95281017,0.92258203,0.9805863
0.94540226,0.75227404,0.91596705,0.7676713,0.6741261,0.95371914,0.9263525,0.98194957
0.9463691,0.7532902,0.91450393,0.76851475,0.6741681,0.9536434,0.92870635,0.9820853
0.9427783,0.751523,0.9145589,0.77019805,0.67473125,0.9444781,0.91943824,0.98283356
0.93542707,0.7517971,0.9133917,0.7725691,0.6738529,0.9331162,0.91728044,0.98042655
0.9348203,0.75197583,0.91342837,0.76818216,0.6737142,0.9320558,0.9163534,0.9774742
0.9381562,0.7532181,0.9149611,0.7694405,0.6734663,0.93167704,0.92085826,0.9785888
0.94363177,0.7544286,0.91955286,0.77388346,0.6736722,0.9332677,0.9271866,0.98138744
0.9415058,0.7545728,0.9187228,0.77410614,0.67369324,0.92690504,0.92340934,0.9808265
0.9380011,0.7555709,0.9178021,0.77474874,0.67421013,0.91970915,0.9199607,0.97979474
0.9416527,0.7555107,0.9181429,0.77760446,0.6740042,0.917361,0.9235601,0.9803461
0.9476743,0.75986916,0.9232312,0.7826981,0.67424375,0.9200121,0.9336793,0.98247087
0.9489477,0.76010054,0.92279416,0.7836078,0.6742648,0.9191789,0.9338719,0.98243123
0.9476044,0.7592001,0.92084646,0.7836922,0.67492455,0.92236024,0.93145347,0.9831747
0.94843704,0.7596866,0.9220512,0.7816974,0.6752524,0.9207696,0.9304981,0.98259217
0.9493504,0.7584168,0.9225248,0.7813867,0.67518514,0.92516285,0.9326038,0.9822138
0.94563895,0.75986916,0.9226082,0.7833421,0.67422277,0.92273897,0.9311475,0.9838077
0.94551015,0.75972307,0.9221208,0.78549415,0.674395,0.91773975,0.9289727,0.9839206
0.9458213,0.75924844,0.9221904,0.7848333,0.6748195,0.91826993,0.929468,0.98416203
0.94654685,0.75924844,0.9220979,0.7848333,0.6748195,0.91796696,0.929468,0.9842833
0.94588476,0.7633741,0.92214465,0.78647006,0.67455894,0.9208453,0.931186,0.9856562
0.95048416,0.7633248,0.92272455,0.784778,0.67491615,0.9252386,0.9343332,0.98672885
0.94823843,0.763276,0.92339426,0.78557855,0.67475224,0.91970915,0.9346029,0.9854412
0.9518011,0.76192033,0.9249041,0.7802513,0.674643,0.92039084,0.943709,0.98387975
0.95112723,0.76010054,0.9265275,0.7793744,0.67505485,0.9193304,0.94390506,0.98404074
0.95126235,0.76038074,0.9272311,0.7788526,0.6750338,0.91826993,0.9435118,0.9837993
0.95126235,0.76038074,0.9272311,0.7788526,0.6750338,0.91826993,0.9435118,0.9837993
0.95165145,0.7617918,0.92794937,0.7798125,0.67405045,0.9194819,0.9453625,0.98323596
0.95418924,0.7635462,0.9283112,0.7798547,0.6728065,0.91910315,0.9495602,0.9833969
0.9551235,0.7646913,0.93029106,0.7874489,0.6713567,0.90660506,0.95633054,0.9834774
0.9567461,0.76508015,0.92906433,0.79138756,0.6727014,0.9067566,0.9566139,0.98484784
0.95806485,0.76664484,0.92925304,0.7927237,0.6728065,0.90690804,0.9591638,0.9852514
0.9575642,0.76664484,0.92911106,0.7927237,0.6728065,0.9069838,0.9591638,0.9852514
0.9566445,0.7681849,0.93079126,0.7931429,0.67336965,0.9045599,0.95677483,0.984807
0.9550935,0.7707387,0.9298513,0.7969338,0.67407984,0.9015301,0.95447874,0.9865907
0.95196074,0.77174205,0.92835796,0.7983369,0.6741261,0.898273,0.9482887,0.98592645
0.9502302,0.7712902,0.9269214,0.79689884,0.67405885,0.8980458,0.9442983,0.98557454
0.94494873,0.7664405,0.9212404,0.79337215,0.674332,0.9004696,0.93425614,0.9834774
0.9435973,0.7667193,0.92223716,0.79471487,0.6739958,0.89925766,0.93329513,0.9839206
0.94042283,0.7639398,0.923911,0.79449797,0.67360497,0.89297074,0.9322196,0.98323596
