0,1,2,3,4,5,6,7
0.9407184,0.7705516,0.9240016,0.76721877,0.66157854,0.95324975,0.9379505,0.9807158
0.9370833,0.7713384,0.9248126,0.76812583,0.6605508,0.9543932,0.9382588,0.9812688
0.93262804,0.76888555,0.922122,0.76606184,0.6610704,0.9534843,0.93464285,0.97900885
0.934648,0.7693719,0.92402023,0.7664195,0.6607358,0.95859516,0.9356362,0.9800431
0.93876135,0.77168584,0.92866707,0.7704747,0.6604151,0.9562234,0.940881,0.9842227
0.9359312,0.770611,0.92801595,0.7699459,0.6603258,0.9584571,0.9385866,0.9827444
0.9397835,0.77199614,0.9321437,0.77363473,0.66032535,0.959079,0.9442731,0.98541456
0.93663687,0.7691924,0.9299585,0.7716154,0.6621898,0.9572395,0.9426772,0.98461753
0.93834877,0.7707409,0.92990625,0.7724552,0.6618365,0.9552723,0.943343,0.9854388
0.93928427,0.77151316,0.9322432,0.7751864,0.661129,0.9538216,0.9465791,0.98631597
0.9361716,0.7711249,0.9299753,0.77619064,0.66341275,0.9495698,0.9409635,0.98705
0.93490076,0.7730226,0.93138945,0.7781032,0.6622141,0.9507152,0.9432181,0.9884869
0.9317827,0.77044106,0.9301152,0.77510136,0.6637017,0.95143515,0.937642,0.9865768
0.9354718,0.77228826,0.93179137,0.7759063,0.66220105,0.95270854,0.9397359,0.9883373
0.93492556,0.77029175,0.92946756,0.7745484,0.6639778,0.9518233,0.93769366,0.9875144
0.94071496,0.7730955,0.930058,0.7768977,0.66422343,0.9539084,0.9411817,0.9901606
0.9424224,0.7718517,0.9298925,0.7758942,0.66501284,0.953906,0.9429292,0.99010116
0.9437969,0.76990265,0.92579764,0.77417576,0.66700834,0.95181435,0.94341755,0.9896549
0.94188976,0.76906854,0.92286474,0.7729721,0.6657489,0.95263815,0.9434728,0.98968416
0.9419915,0.7702643,0.921374,0.77525216,0.6661597,0.947602,0.9423631,0.98965275
0.9377694,0.7701096,0.9200814,0.7764852,0.66592664,0.9455944,0.94018936,0.9900222
0.9394524,0.7702958,0.9233632,0.7770416,0.66594064,0.9442886,0.9418654,0.98972225
0.93651384,0.77216977,0.91945964,0.7776344,0.66500074,0.94073546,0.9399017,0.99007845
0.9383138,0.77066666,0.9203495,0.7760142,0.66544265,0.9414466,0.94188005,0.98936856
0.9398806,0.7706128,0.91919094,0.77724934,0.664915,0.9406891,0.94170046,0.98927844
0.9369302,0.76743424,0.9172251,0.7752502,0.6657054,0.9409664,0.9391719,0.98874784
0.9400161,0.76831526,0.91707945,0.7758134,0.66614425,0.9418556,0.9395184,0.9880845
0.94059783,0.76852125,0.91669697,0.77462184,0.66740596,0.9401069,0.9429453,0.9887308
0.93755126,0.7669381,0.9173629,0.7697734,0.66665447,0.938689,0.94153744,0.98752606
0.93660605,0.7667805,0.9156147,0.76960564,0.6666242,0.9376329,0.9404651,0.9873308
0.93683004,0.7675254,0.91924435,0.7690734,0.6676065,0.93793714,0.9430664,0.9881476
0.9395806,0.7687445,0.9183839,0.76966286,0.66638297,0.9388423,0.94317037,0.98922634
0.94206005,0.7695122,0.91866624,0.769775,0.6664773,0.938787,0.9461301,0.99040234
0.94574356,0.7705647,0.9186453,0.7707446,0.66672087,0.9409523,0.9458659,0.99142766
0.9445442,0.76859814,0.9167609,0.77086294,0.6671459,0.93896055,0.94258803,0.99088615
0.9429425,0.76667184,0.9141698,0.77095896,0.6677757,0.94127417,0.93922323,0.9900074
0.94651496,0.7649284,0.9162009,0.7703793,0.6678128,0.9389821,0.94118935,0.9899975
0.9452877,0.76458913,0.9157707,0.7700929,0.6678746,0.9376515,0.942796,0.98921615
0.94444144,0.7616203,0.9131157,0.7663128,0.6679868,0.9368602,0.937912,0.98826855
0.94292134,0.76148796,0.9139718,0.7672882,0.66776484,0.9310673,0.93553287,0.9886369
0.93976253,0.7613282,0.9113343,0.7654825,0.66761506,0.9306528,0.93394256,0.9871973
0.9409963,0.76124674,0.91078824,0.76431024,0.66772246,0.93039423,0.93099403,0.98688745
0.9450163,0.76293355,0.9105224,0.7661365,0.6681536,0.9338384,0.93688786,0.9890762
0.9456138,0.7641068,0.9107889,0.76775485,0.6687756,0.93091285,0.9348491,0.989806
0.9424761,0.7641274,0.9095675,0.76962066,0.6693937,0.927475,0.93317604,0.9895067
0.94133323,0.7635613,0.9093017,0.7691413,0.669922,0.922471,0.93314093,0.9882011
0.9438046,0.7648887,0.9123961,0.7720915,0.66962284,0.9189758,0.9378329,0.98898363
0.94464844,0.7665275,0.9139992,0.77399725,0.6694221,0.91636086,0.9436302,0.98876876
0.9468954,0.76637477,0.91521627,0.773844,0.66900223,0.9145054,0.94346666,0.98908895
0.94451874,0.76618564,0.91510516,0.77284765,0.66848797,0.9116241,0.94251883,0.9885551
0.94625473,0.7664777,0.91564065,0.77281463,0.66846776,0.9129808,0.94183934,0.98812956
0.9475848,0.766595,0.91594744,0.7722852,0.6683053,0.91618675,0.9433068,0.9889343
0.9497292,0.7680283,0.9169728,0.7739918,0.6678515,0.9164797,0.9444377,0.98992157
0.94990814,0.76646537,0.915549,0.7745154,0.6688016,0.9180319,0.9427117,0.99092245
0.9507029,0.76719344,0.9158545,0.77556616,0.6694555,0.91791666,0.94251573,0.99133444
0.95005596,0.76644367,0.91464484,0.7749187,0.6696919,0.918401,0.94111955,0.99099165
0.9501754,0.76767135,0.91454095,0.7762319,0.6697379,0.9206588,0.94283515,0.99210286
0.9507352,0.767581,0.91529655,0.77635133,0.66985184,0.91852033,0.94261396,0.9920688
0.9499415,0.7671129,0.91458476,0.77447945,0.66969955,0.918499,0.94422245,0.9908978
0.94871277,0.7657686,0.9155559,0.772344,0.669755,0.91560423,0.9431159,0.9907174
0.94729835,0.765395,0.9157079,0.77263534,0.66951895,0.912636,0.94291115,0.9900493
0.9479747,0.7663119,0.9168894,0.77133095,0.6695831,0.91281605,0.94419944,0.9901926
0.9482381,0.7662818,0.9169098,0.7730695,0.6692777,0.9094925,0.94398046,0.9901887
0.95012933,0.76856726,0.9183006,0.7742056,0.6688883,0.91010904,0.9483763,0.99086934
0.9529753,0.7689779,0.9194316,0.7749093,0.6684213,0.9057023,0.95237416,0.9905596
0.9529406,0.7701473,0.9198302,0.7784329,0.66856503,0.90290064,0.954532,0.9906899
0.9565153,0.7707321,0.9202748,0.7784495,0.66878474,0.9040525,0.95889103,0.9912707
0.95720804,0.7713657,0.9216151,0.7803738,0.66888434,0.9038172,0.9611271,0.991427
0.9576315,0.7711831,0.9219787,0.7785993,0.6687541,0.90443265,0.9616448,0.99080604
0.9561979,0.77151203,0.92238766,0.78085643,0.6687378,0.9005775,0.9608302,0.9912261
0.95484424,0.7730942,0.92227846,0.783517,0.6687532,0.8978332,0.9589704,0.9916308
0.95503247,0.77371156,0.9216269,0.7847112,0.6688037,0.898158,0.9569731,0.9922119
0.9517063,0.7741829,0.9196782,0.7872584,0.66816646,0.8950242,0.9535529,0.9922064
0.9520828,0.7740363,0.9180544,0.7871095,0.6685166,0.89713675,0.95131636,0.9922794
0.9506625,0.7743572,0.91909206,0.78936607,0.66829365,0.8933563,0.9517175,0.99269485
0.94996196,0.7739911,0.9183275,0.7891525,0.66877115,0.8923257,0.9510415,0.9927155
0.9487555,0.77459466,0.9184948,0.78955346,0.66907215,0.88975734,0.9489043,0.9923541
